Time	SourceV	Current	Voltage
1.030631	11626128.193361	3.268500e-07	3.800000e+00
2.074778	10099399.351512	3.762600e-07	3.800000e+00
3.103170	9294362.235539	4.088500e-07	3.800000e+00
4.131709	8766263.726123	4.334800e-07	3.800000e+00
5.160692	8399089.361890	4.524300e-07	3.800000e+00
6.189542	7984870.771170	4.759000e-07	3.800000e+00
7.213586	7573794.670440	5.017300e-07	3.800000e+00
8.238456	7191657.677095	5.283900e-07	3.800000e+00
9.262631	6856235.565820	5.542400e-07	3.800000e+00
10.286705	6531117.336679	5.818300e-07	3.800000e+00
11.311016	6227364.349978	6.102100e-07	3.800000e+00
12.337552	5965463.108320	6.370000e-07	3.800000e+00
13.363361	5762814.680012	6.594000e-07	3.800000e+00
14.405136	5494426.049363	6.916100e-07	3.800000e+00
15.429522	5245358.547864	7.244500e-07	3.800000e+00
16.453816	5055678.990993	7.516300e-07	3.800000e+00
17.478487	4892997.862533	7.766200e-07	3.800000e+00
18.503748	4700992.156766	8.083400e-07	3.800000e+00
19.528391	4550625.711035	8.350500e-07	3.800000e+00
20.553829	4375964.439531	8.683800e-07	3.800000e+00
21.578640	4218940.823804	9.007000e-07	3.800000e+00
22.603374	4071399.490004	9.333400e-07	3.800000e+00
23.629501	3943135.830653	9.637000e-07	3.800000e+00
24.654446	3822629.969419	9.940800e-07	3.800000e+00
25.678589	3716744.913928	1.022400e-06	3.800000e+00
26.702648	3603261.900247	1.054600e-06	3.800000e+00
27.727636	3507152.745731	1.083500e-06	3.800000e+00
28.752406	3447337.385467	1.102300e-06	3.800000e+00
29.776671	3389225.829468	1.121200e-06	3.800000e+00
30.800618	3316460.115203	1.145800e-06	3.800000e+00
31.824641	3247308.152453	1.170200e-06	3.800000e+00
32.849449	3180714.823805	1.194700e-06	3.800000e+00
33.873290	3101534.443356	1.225200e-06	3.800000e+00
34.897366	3027405.991077	1.255200e-06	3.800000e+00
35.922128	2968286.205280	1.280200e-06	3.800000e+00
36.946363	2917914.459034	1.302300e-06	3.800000e+00
37.969904	2864249.641969	1.326700e-06	3.800000e+00
38.993789	2821293.340263	1.346900e-06	3.800000e+00
40.017463	2787354.214039	1.363300e-06	3.800000e+00
41.041567	2752426.481240	1.380600e-06	3.800000e+00
42.066345	2717585.639705	1.398300e-06	3.800000e+00
43.090216	2689884.618107	1.412700e-06	3.800000e+00
44.114389	2657528.498496	1.429900e-06	3.800000e+00
45.139345	2613659.811541	1.453900e-06	3.800000e+00
46.163400	2566353.751604	1.480700e-06	3.800000e+00
47.187606	2528445.006321	1.502900e-06	3.800000e+00
48.211985	2492620.531322	1.524500e-06	3.800000e+00
49.235723	2462575.335364	1.543100e-06	3.800000e+00
50.259408	2430133.657351	1.563700e-06	3.800000e+00
51.283229	2402174.600164	1.581900e-06	3.800000e+00
52.306826	2379312.503913	1.597100e-06	3.800000e+00
53.331600	2362302.623399	1.608600e-06	3.800000e+00
54.356640	2342497.842436	1.622200e-06	3.800000e+00
55.381432	2326863.021248	1.633100e-06	3.800000e+00
56.405870	2311576.129935	1.643900e-06	3.800000e+00
57.430361	2287916.190017	1.660900e-06	3.800000e+00
58.454597	2274223.472380	1.670900e-06	3.800000e+00
59.479384	2261770.132730	1.680100e-06	3.800000e+00
60.504608	2249053.030303	1.689600e-06	3.800000e+00
61.529521	2235425.613271	1.699900e-06	3.800000e+00
62.553651	2220534.096885	1.711300e-06	3.800000e+00
63.577762	2195897.139555	1.730500e-06	3.800000e+00
64.603365	2176029.319132	1.746300e-06	3.800000e+00
65.629876	2166353.115558	1.754100e-06	3.800000e+00
66.654607	2148835.105180	1.768400e-06	3.800000e+00
67.679793	2135431.300927	1.779500e-06	3.800000e+00
68.703561	2126825.992052	1.786700e-06	3.800000e+00
69.728687	2119707.703464	1.792700e-06	3.800000e+00
70.754799	2112519.457416	1.798800e-06	3.800000e+00
71.779541	2102118.714388	1.807700e-06	3.800000e+00
72.803758	2090899.086607	1.817400e-06	3.800000e+00
73.827524	2078319.842485	1.828400e-06	3.800000e+00
74.852257	2067239.691002	1.838200e-06	3.800000e+00
75.876608	2057278.977857	1.847100e-06	3.800000e+00
76.899836	2047855.141194	1.855600e-06	3.800000e+00
77.923747	2038407.896148	1.864200e-06	3.800000e+00
78.948226	2036332.458068	1.866100e-06	3.800000e+00
79.972671	2027207.255268	1.874500e-06	3.800000e+00
