Time	SourceV	Current	Voltage
1.026493	13693002.875531	7.303000e-08	1.000000e+00
2.071751	12172706.357805	8.215100e-08	1.000000e+00
3.102500	11403028.644408	8.769600e-08	1.000000e+00
4.135453	10903460.758445	9.171400e-08	1.000000e+00
5.164799	10538518.284329	9.489000e-08	1.000000e+00
6.196607	10230283.685767	9.774900e-08	1.000000e+00
7.218347	10004802.305106	9.995200e-08	1.000000e+00
8.242777	9806805.923311	1.019700e-07	1.000000e+00
9.267342	9621860.867892	1.039300e-07	1.000000e+00
10.291264	9472387.989012	1.055700e-07	1.000000e+00
11.314704	9326618.168252	1.072200e-07	1.000000e+00
12.336829	9203018.590098	1.086600e-07	1.000000e+00
13.361577	9094216.078574	1.099600e-07	1.000000e+00
14.397390	8979078.746521	1.113700e-07	1.000000e+00
15.421259	8858180.529719	1.128900e-07	1.000000e+00
16.444669	8772699.359593	1.139900e-07	1.000000e+00
17.469158	8661758.336942	1.154500e-07	1.000000e+00
18.492726	8569714.628503	1.166900e-07	1.000000e+00
19.516651	8481764.206955	1.179000e-07	1.000000e+00
20.541580	8393486.654356	1.191400e-07	1.000000e+00
21.566006	8298755.186722	1.205000e-07	1.000000e+00
22.589566	8231130.134167	1.214900e-07	1.000000e+00
23.614532	8143985.666585	1.227900e-07	1.000000e+00
24.636702	8074283.407348	1.238500e-07	1.000000e+00
25.660916	7990411.506193	1.251500e-07	1.000000e+00
26.684612	7920164.739427	1.262600e-07	1.000000e+00
27.708298	7829014.327096	1.277300e-07	1.000000e+00
28.732274	7759155.803849	1.288800e-07	1.000000e+00
29.756943	7668123.610153	1.304100e-07	1.000000e+00
30.781054	7586102.260658	1.318200e-07	1.000000e+00
31.804656	7503564.192992	1.332700e-07	1.000000e+00
32.829461	7398638.650488	1.351600e-07	1.000000e+00
33.854978	7278550.112818	1.373900e-07	1.000000e+00
34.879578	7209285.559801	1.387100e-07	1.000000e+00
35.904267	7129108.148571	1.402700e-07	1.000000e+00
36.927616	7081149.978757	1.412200e-07	1.000000e+00
37.951547	6996431.819772	1.429300e-07	1.000000e+00
38.975671	6894174.422613	1.450500e-07	1.000000e+00
40.000533	6836204.539240	1.462800e-07	1.000000e+00
41.024433	6764984.440536	1.478200e-07	1.000000e+00
42.048303	6689410.662921	1.494900e-07	1.000000e+00
43.072867	6621201.085877	1.510300e-07	1.000000e+00
44.097443	6539794.650448	1.529100e-07	1.000000e+00
45.121320	6457862.447530	1.548500e-07	1.000000e+00
46.145585	6380806.533946	1.567200e-07	1.000000e+00
47.171117	6343970.056461	1.576300e-07	1.000000e+00
48.195555	6288121.738037	1.590300e-07	1.000000e+00
49.219487	6202704.379109	1.612200e-07	1.000000e+00
50.244646	6129328.838492	1.631500e-07	1.000000e+00
51.269699	6069434.328721	1.647600e-07	1.000000e+00
52.294417	6004563.468236	1.665400e-07	1.000000e+00
53.318791	5921364.282331	1.688800e-07	1.000000e+00
54.342439	5855829.478246	1.707700e-07	1.000000e+00
55.367014	5792400.370714	1.726400e-07	1.000000e+00
56.391578	5719842.132357	1.748300e-07	1.000000e+00
57.415756	5673115.107506	1.762700e-07	1.000000e+00
58.439650	5654189.754608	1.768600e-07	1.000000e+00
59.464376	5627145.349164	1.777100e-07	1.000000e+00
60.488644	5585968.048263	1.790200e-07	1.000000e+00
61.512734	5559570.801134	1.798700e-07	1.000000e+00
62.536611	5514807.257486	1.813300e-07	1.000000e+00
63.560937	5401317.921573	1.851400e-07	1.000000e+00
64.584522	5342165.713980	1.871900e-07	1.000000e+00
65.609710	5280946.345585	1.893600e-07	1.000000e+00
66.633740	5232862.375720	1.911000e-07	1.000000e+00
67.658539	5182421.227197	1.929600e-07	1.000000e+00
68.682613	5140595.280934	1.945300e-07	1.000000e+00
69.707717	5089576.547231	1.964800e-07	1.000000e+00
70.731701	5036514.731806	1.985500e-07	1.000000e+00
71.755759	4983057.604146	2.006800e-07	1.000000e+00
72.779954	4940955.580809	2.023900e-07	1.000000e+00
73.804648	4894762.604014	2.043000e-07	1.000000e+00
74.828477	4895241.824946	2.042800e-07	1.000000e+00
75.852748	4825090.470446	2.072500e-07	1.000000e+00
76.877713	4797543.657647	2.084400e-07	1.000000e+00
77.902514	4743157.994593	2.108300e-07	1.000000e+00
78.926609	4695276.551789	2.129800e-07	1.000000e+00
