Time	SourceV	Current	Voltage
1.028580	9055380.802593	8.392800e-07	7.600000e+00
4.344511	6252570.958453	1.215500e-06	7.600000e+00
5.375038	5714285.714286	1.330000e-06	7.600000e+00
6.408974	5262793.435358	1.444100e-06	7.600000e+00
7.442290	4878988.251910	1.557700e-06	7.600000e+00
8.472291	4561003.420753	1.666300e-06	7.600000e+00
9.497526	4282413.929115	1.774700e-06	7.600000e+00
10.521195	4045135.192676	1.878800e-06	7.600000e+00
11.545575	3799050.237441	2.000500e-06	7.600000e+00
12.570731	3608736.942070	2.106000e-06	7.600000e+00
13.595202	3441561.382059	2.208300e-06	7.600000e+00
14.619461	3292466.317203	2.308300e-06	7.600000e+00
15.643299	3159951.769157	2.405100e-06	7.600000e+00
16.670380	3043164.891487	2.497400e-06	7.600000e+00
17.695692	2937198.067633	2.587500e-06	7.600000e+00
18.720387	2842290.287595	2.673900e-06	7.600000e+00
19.745154	2765446.474056	2.748200e-06	7.600000e+00
20.768415	2686081.854810	2.829400e-06	7.600000e+00
21.793531	2611594.103295	2.910100e-06	7.600000e+00
22.818228	2554364.265788	2.975300e-06	7.600000e+00
23.842207	2498931.378029	3.041300e-06	7.600000e+00
24.866658	2449005.896948	3.103300e-06	7.600000e+00
25.891121	2406281.661601	3.158400e-06	7.600000e+00
26.915458	2372775.522947	3.203000e-06	7.600000e+00
27.939490	2343870.470316	3.242500e-06	7.600000e+00
28.963496	2318911.332154	3.277400e-06	7.600000e+00
29.987946	2297669.075188	3.307700e-06	7.600000e+00
31.012201	2279338.991692	3.334300e-06	7.600000e+00
32.035610	2263993.565492	3.356900e-06	7.600000e+00
33.059507	2246991.692044	3.382300e-06	7.600000e+00
34.082765	2228412.256267	3.410500e-06	7.600000e+00
35.107232	2214710.339200	3.431600e-06	7.600000e+00
36.130532	2211230.724469	3.437000e-06	7.600000e+00
37.154349	2207633.765177	3.442600e-06	7.600000e+00
38.178814	2204496.011603	3.447500e-06	7.600000e+00
39.203334	2192855.906284	3.465800e-06	7.600000e+00
40.228612	2189192.303261	3.471600e-06	7.600000e+00
41.253580	2176403.207331	3.492000e-06	7.600000e+00
42.278445	2172732.210755	3.497900e-06	7.600000e+00
43.302506	2166909.018333	3.507300e-06	7.600000e+00
44.327441	2160256.956880	3.518100e-06	7.600000e+00
45.351389	2152608.621764	3.530600e-06	7.600000e+00
46.375412	2146650.096034	3.540400e-06	7.600000e+00
47.399459	2140543.585411	3.550500e-06	7.600000e+00
48.424383	2134951.401764	3.559800e-06	7.600000e+00
49.448588	2129925.452609	3.568200e-06	7.600000e+00
50.472573	2122786.436512	3.580200e-06	7.600000e+00
51.497639	2117109.588278	3.589800e-06	7.600000e+00
52.523566	2113753.302740	3.595500e-06	7.600000e+00
53.547419	2108066.126706	3.605200e-06	7.600000e+00
54.571312	2102642.135842	3.614500e-06	7.600000e+00
55.596034	2094125.427091	3.629200e-06	7.600000e+00
56.620643	2085849.160171	3.643600e-06	7.600000e+00
57.645571	2084990.809580	3.645100e-06	7.600000e+00
58.669571	2077865.266842	3.657600e-06	7.600000e+00
59.693581	2074122.591562	3.664200e-06	7.600000e+00
60.717768	2059508.969704	3.690200e-06	7.600000e+00
61.741488	2053776.516687	3.700500e-06	7.600000e+00
62.765614	2049456.624329	3.708300e-06	7.600000e+00
63.790066	2049125.077516	3.708900e-06	7.600000e+00
64.814623	2049622.437972	3.708000e-06	7.600000e+00
65.837686	2045264.942544	3.715900e-06	7.600000e+00
66.861363	2037861.318175	3.729400e-06	7.600000e+00
67.885578	2036878.216123	3.731200e-06	7.600000e+00
68.909530	2039501.932160	3.726400e-06	7.600000e+00
69.932740	2038790.675215	3.727700e-06	7.600000e+00
70.956694	2037315.033240	3.730400e-06	7.600000e+00
71.981342	2031542.368351	3.741000e-06	7.600000e+00
73.005856	2021760.527786	3.759100e-06	7.600000e+00
74.030514	2014258.832260	3.773100e-06	7.600000e+00
75.054546	2002476.747556	3.795300e-06	7.600000e+00
76.078824	1992815.376144	3.813700e-06	7.600000e+00
77.104267	1985111.662531	3.828500e-06	7.600000e+00
78.128291	1994960.100798	3.809600e-06	7.600000e+00
79.151793	1987811.576387	3.823300e-06	7.600000e+00
80.176347	1978651.392866	3.841000e-06	7.600000e+00
81.201033	1969422.130086	3.859000e-06	7.600000e+00
82.226833	1974846.689533	3.848400e-06	7.600000e+00
83.250498	1965754.487611	3.866200e-06	7.600000e+00
84.276187	1962151.137273	3.873300e-06	7.600000e+00
85.302601	1949617.772305	3.898200e-06	7.600000e+00
86.326603	1944280.999770	3.908900e-06	7.600000e+00
87.350714	1949417.739701	3.898600e-06	7.600000e+00
88.374575	1939072.306986	3.919400e-06	7.600000e+00
89.399375	1933006.078795	3.931700e-06	7.600000e+00
90.423918	1922882.299362	3.952400e-06	7.600000e+00
91.448603	1915322.580645	3.968000e-06	7.600000e+00
92.473410	1903473.839758	3.992700e-06	7.600000e+00
93.496931	1890500.236313	4.020100e-06	7.600000e+00
94.521498	1880908.775924	4.040600e-06	7.600000e+00
