Time	SourceV	Current	Voltage
1.029578	6582411.795682	3.798000e-06	2.500000e+01
2.072530	5480533.146264	4.561600e-06	2.500000e+01
3.100971	4792026.068622	5.217000e-06	2.500000e+01
4.127760	4298043.530585	5.816600e-06	2.500000e+01
5.161382	3900521.109620	6.409400e-06	2.500000e+01
6.196069	3586749.114073	6.970100e-06	2.500000e+01
7.220084	3363786.816647	7.432100e-06	2.500000e+01
8.245019	3224059.219520	7.754200e-06	2.500000e+01
9.270189	3135818.574081	7.972400e-06	2.500000e+01
10.294375	3092987.578562	8.082800e-06	2.500000e+01
11.318191	3086495.962863	8.099800e-06	2.500000e+01
12.342180	3096320.332916	8.074100e-06	2.500000e+01
13.366373	3118529.052217	8.016600e-06	2.500000e+01
14.391302	3145484.970873	7.947900e-06	2.500000e+01
15.415291	3161995.345543	7.906400e-06	2.500000e+01
16.440771	3174240.404271	7.875900e-06	2.500000e+01
17.467810	3174200.101574	7.876000e-06	2.500000e+01
18.494270	3170014.201664	7.886400e-06	2.500000e+01
19.518131	3154096.540587	7.926200e-06	2.500000e+01
20.542347	3137156.481365	7.969000e-06	2.500000e+01
21.566328	3109066.036563	8.041000e-06	2.500000e+01
22.591262	3075825.243913	8.127900e-06	2.500000e+01
23.615504	3034643.490083	8.238200e-06	2.500000e+01
24.639502	2991862.134993	8.356000e-06	2.500000e+01
25.663332	2945612.216043	8.487200e-06	2.500000e+01
26.690008	2899357.502377	8.622600e-06	2.500000e+01
27.713217	2853783.546226	8.760300e-06	2.500000e+01
28.738001	2808610.075046	8.901200e-06	2.500000e+01
29.762645	2761180.017892	9.054100e-06	2.500000e+01
30.787227	2714087.198194	9.211200e-06	2.500000e+01
31.810902	2667207.220663	9.373100e-06	2.500000e+01
32.834287	2620160.563439	9.541400e-06	2.500000e+01
33.858829	2575461.007520	9.707000e-06	2.500000e+01
34.884005	2529135.642603	9.884800e-06	2.500000e+01
35.908257	2489791.853401	1.004100e-05	2.500000e+01
36.932303	2447620.912473	1.021400e-05	2.500000e+01
37.956568	2408013.870160	1.038200e-05	2.500000e+01
38.981060	2363619.173679	1.057700e-05	2.500000e+01
40.006226	2323204.163182	1.076100e-05	2.500000e+01
41.030395	2279981.760146	1.096500e-05	2.500000e+01
