SourceV	Current	Voltage
89333.57156	1.1194E-4	10
89150.39672	1.1217E-4	10
88896.79083	1.1249E-4	10
88660.34223	1.1279E-4	10
88386.07036	1.1314E-4	10
88121.25485	1.1348E-4	10
87865.74115	1.1381E-4	10
87581.01244	1.1418E-4	10
87343.87283	1.1449E-4	10
87138.37574	1.1476E-4	10
86896.0723	1.1508E-4	10
86610.08141	1.1546E-4	10
86363.2438	1.1579E-4	10
86073.33448	1.1618E-4	10
85800.0858	1.1655E-4	10
85587.1277	1.1684E-4	10
85418.9801	1.1707E-4	10
85229.69403	1.1733E-4	10
84968.98632	1.1769E-4	10
84709.8687	1.1805E-4	10
84466.59346	1.1839E-4	10
84231.80593	1.1872E-4	10
84019.49252	1.1902E-4	10
83808.24673	1.1932E-4	10
83640.01338	1.1956E-4	10
83430.66911	1.1986E-4	10
83187.75476	1.2021E-4	10
82994.43937	1.2049E-4	10
82760.90375	1.2083E-4	10
82596.8448	1.2107E-4	10
82379.10866	1.2139E-4	10
82142.27041	1.2174E-4	10
81886.66885	1.2212E-4	10
81606.0062	1.2254E-4	10
81406.70791	1.2284E-4	10
81208.38071	1.2314E-4	10
81011.0175	1.2344E-4	10
80821.14281	1.2373E-4	10
80638.65817	1.2401E-4	10
80444.05116	1.2431E-4	10
80256.82183	1.246E-4	10
79993.60051	1.2501E-4	10
79751.17633	1.2539E-4	10
79503.89569	1.2578E-4	10
79276.99382	1.2614E-4	10
79095.15147	1.2643E-4	10
78876.79445	1.2678E-4	10
78727.75941	1.2702E-4	10
78560.76675	1.2729E-4	10
78382.19157	1.2758E-4	10
78161.63827	1.2794E-4	10
77905.88969	1.2836E-4	10
77694.04087	1.2871E-4	10
77531.40022	1.2898E-4	10
77327.55954	1.2932E-4	10
77166.44803	1.2959E-4	10
77023.80035	1.2983E-4	10
76846.23069	1.3013E-4	10
76716.53241	1.3035E-4	10
76475.98654	1.3076E-4	10
76161.4623	1.313E-4	10
75987.84194	1.316E-4	10
75843.76185	1.3185E-4	10
75683.03943	1.3213E-4	10
75483.09179	1.3248E-4	10
75312.54707	1.3278E-4	10
75125.83578	1.3311E-4	10
74917.59065	1.3348E-4	10
74704.91558	1.3386E-4	10
74543.42154	1.3415E-4	10
74371.56031	1.3446E-4	10
74228.0285	1.3472E-4	10
74057.61683	1.3503E-4	10
73909.83001	1.353E-4	10
73740.87457	1.3561E-4	10
73534.81874	1.3599E-4	10
73313.78299	1.364E-4	10
73147.53859	1.3671E-4	10
72955.42424	1.3707E-4	10
72727.27273	1.375E-4	10
72553.14518	1.3783E-4	10
72369.37328	1.3818E-4	10
72176.10971	1.3855E-4	10
71968.33393	1.3895E-4	10
71823.60123	1.3923E-4	10
71802.97264	1.3927E-4	10
71669.17509	1.3953E-4	10
71489.84844	1.3988E-4	10
71260.60001	1.4033E-4	10
71149.05727	1.4055E-4	10
71042.90992	1.4076E-4	10
70896.84509	1.4105E-4	10
70686.3646	1.4147E-4	10
70482.09755	1.4188E-4	10
70298.76977	1.4225E-4	10
70126.22721	1.426E-4	10
69954.52956	1.4295E-4	10
69725.28239	1.4342E-4	10
69594.26543	1.4369E-4	10
69425.15968	1.4404E-4	10
69295.26713	1.4431E-4	10
69180.21446	1.4455E-4	10
69089.40169	1.4474E-4	10
68998.82702	1.4493E-4	10
68880.01102	1.4518E-4	10
68695.47297	1.4557E-4	10
68511.92107	1.4596E-4	10
68273.36656	1.4647E-4	10
68133.81481	1.4677E-4	10
67971.72376	1.4712E-4	10
67851.81164	1.4738E-4	10
67654.42122	1.4781E-4	10
67585.83401	1.4796E-4	10
67417.24533	1.4833E-4	10
67217.85306	1.4877E-4	10
67015.14542	1.4922E-4	10
66849.38833	1.4959E-4	10
66680.00267	1.4997E-4	10
66493.78283	1.5039E-4	10
66334.99171	1.5075E-4	10
66203.24396	1.5105E-4	10
66041.47405	1.5142E-4	10
65880.49279	1.5179E-4	10
65724.61387	1.5215E-4	10
65586.67279	1.5247E-4	10
65436.4612	1.5282E-4	10
65303.99007	1.5313E-4	10
65176.3019	1.5343E-4	10
65040.65041	1.5375E-4	10
64880.29585	1.5413E-4	10
64691.42192	1.5458E-4	10
64520.29163	1.5499E-4	10
64333.50489	1.5544E-4	10
64176.61404	1.5582E-4	10
64008.19305	1.5623E-4	10
63861.03838	1.5659E-4	10
63710.49949	1.5696E-4	10
63593.00477	1.5725E-4	10
63427.62907	1.5766E-4	10
63267.11375	1.5806E-4	10
63083.52258	1.5852E-4	10
62984.19097	1.5877E-4	10
62841.70175	1.5913E-4	10
62731.32175	1.5941E-4	10
62586.05583	1.5978E-4	10
62453.16013	1.6012E-4	10
62313.06082	1.6048E-4	10
62177.45445	1.6083E-4	10
61996.28022	1.613E-4	10
61842.91899	1.617E-4	10
61686.50916	1.6211E-4	10
61618.09107	1.6229E-4	10
61523.31734	1.6254E-4	10
61402.43154	1.6286E-4	10
61251.99069	1.6326E-4	10
61106.01894	1.6365E-4	10
60931.02608	1.6412E-4	10
60797.66537	1.6448E-4	10
60672.24851	1.6482E-4	10
60499.72775	1.6529E-4	10
60335.46519	1.6574E-4	10
60222.82445	1.6605E-4	10
60088.93162	1.6642E-4	10
59941.25757	1.6683E-4	10
59844.40455	1.671E-4	10
59733.5882	1.6741E-4	10
59601.85958	1.6778E-4	10
59442.43001	1.6823E-4	10
59329.57579	1.6855E-4	10
59196.11674	1.6893E-4	10
59073.72401	1.6928E-4	10
58941.41224	1.6966E-4	10
58802.77549	1.7006E-4	10
58675.11588	1.7043E-4	10
58551.43744	1.7079E-4	10
58394.16058	1.7125E-4	10
58237.7264	1.7171E-4	10
58092.25049	1.7214E-4	10
57957.57506	1.7254E-4	10
57850.28347	1.7286E-4	10
57720.05772	1.7325E-4	10
57660.15107	1.7343E-4	10
57570.52389	1.737E-4	10
57471.26437	1.74E-4	10
57339.44954	1.744E-4	10
57224.60658	1.7475E-4	10
57071.1106	1.7522E-4	10
56947.6082	1.756E-4	10
56808.49855	1.7603E-4	10
56692.55627	1.7639E-4	10
56589.89304	1.7671E-4	10
56465.27386	1.771E-4	10
56325.33514	1.7754E-4	10
56186.08832	1.7798E-4	10
56063.23933	1.7837E-4	10
55965.97269	1.7868E-4	10
55825.37822	1.7913E-4	10
55704.09982	1.7952E-4	10
55549.3834	1.8002E-4	10
55450.81513	1.8034E-4	10
55383.25211	1.8056E-4	10
55276.10414	1.8091E-4	10
55126.79162	1.814E-4	10
54954.11332	1.8197E-4	10
54836.58697	1.8236E-4	10
54737.53353	1.8269E-4	10
54594.09292	1.8317E-4	10
54445.47286	1.8367E-4	10
54285.86939	1.8421E-4	10
54209.35653	1.8447E-4	10
54112.55411	1.848E-4	10
54051.13237	1.8501E-4	10
53943.2517	1.8538E-4	10
53815.5204	1.8582E-4	10
53697.04129	1.8623E-4	10
53593.44016	1.8659E-4	10
53475.93583	1.87E-4	10
53336.17793	1.8749E-4	10
53197.14863	1.8798E-4	10
53118.02826	1.8826E-4	10
53064.47334	1.8845E-4	10
53013.83661	1.8863E-4	10
52890.46385	1.8907E-4	10
52792.73572	1.8942E-4	10
52700.92227	1.8975E-4	10
52606.66	1.9009E-4	10
52490.6829	1.9051E-4	10
52350.53921	1.9102E-4	10
52227.503	1.9147E-4	10
52107.75884	1.9191E-4	10
51999.37601	1.9231E-4	10
51875.2918	1.9277E-4	10
51733.05742	1.933E-4	10
51626.22612	1.937E-4	10
51506.56709	1.9415E-4	10
51421.81313	1.9447E-4	10
51329.4323	1.9482E-4	10
51224.25981	1.9522E-4	10
51119.51743	1.9562E-4	10
51002.19309	1.9607E-4	10
50893.17522	1.9649E-4	10
50769.15266	1.9697E-4	10
50625.22149	1.9753E-4	10
50517.80753	1.9795E-4	10
50400.68545	1.9841E-4	10
50268.93882	1.9893E-4	10
50160.51364	1.9936E-4	10
50070.09814	1.9972E-4	10
49995.0005	2.0002E-4	10
49895.22004	2.0042E-4	10
49803.27706	2.0079E-4	10
49689.44099	2.0125E-4	10
49590.87528	2.0165E-4	10
49556.4696	2.0179E-4	10
49522.11162	2.0193E-4	10
49407.11463	2.024E-4	10
49273.22001	2.0295E-4	10
49147.29444	2.0347E-4	10
49024.41416	2.0398E-4	10
48933.25504	2.0436E-4	10
48844.82001	2.0473E-4	10
48766.21477	2.0506E-4	10
48666.53689	2.0548E-4	10
48550.75982	2.0597E-4	10
48435.53231	2.0646E-4	10
48353.56124	2.0681E-4	10
48250.9047	2.0725E-4	10
48162.59693	2.0763E-4	10
48076.92308	2.08E-4	10
47963.93112	2.0849E-4	10
47885.84016	2.0883E-4	10
47764.61597	2.0936E-4	10
47639.46453	2.0991E-4	10
47539.8146	2.1035E-4	10
47431.57995	2.1083E-4	10
47314.88053	2.1135E-4	10
47227.73212	2.1174E-4	10
47140.90416	2.1213E-4	10
47065.46807	2.1247E-4	10
46994.6896	2.1279E-4	10
46886.72168	2.1328E-4	10
46801.14195	2.1367E-4	10
46696.24095	2.1415E-4	10
46602.66567	2.1458E-4	10
46522.44708	2.1495E-4	10
46438.19077	2.1534E-4	10
46371.4352	2.1565E-4	10
46285.58204	2.1605E-4	10
46200.0462	2.1645E-4	10
46095.69466	2.1694E-4	10
46006.62495	2.1736E-4	10
45913.68228	2.178E-4	10
45858.93791	2.1806E-4	10
45810.6189	2.1829E-4	10
45722.64643	2.1871E-4	10
45660.01552	2.1901E-4	10
45564.31403	2.1947E-4	10
45454.54545	2.2E-4	10
45330.91568	2.206E-4	10
45210.00045	2.2119E-4	10
45081.59769	2.2182E-4	10
44972.11729	2.2236E-4	10
44871.2196	2.2286E-4	10
44772.77815	2.2335E-4	10
44678.75972	2.2382E-4	10
44579.17261	2.2432E-4	10
44513.68796	2.2465E-4	10
44436.54461	2.2504E-4	10
44365.57232	2.254E-4	10
44281.0964	2.2583E-4	10
44200.84866	2.2624E-4	10
44146.21225	2.2652E-4	10
44074.22099	2.2689E-4	10
43990.8499	2.2732E-4	10
43917.43522	2.277E-4	10
43807.7715	2.2827E-4	10
43708.20403	2.2879E-4	10
43635.72893	2.2917E-4	10
43535.04571	2.297E-4	10
43461.25429	2.3009E-4	10
43372.65788	2.3056E-4	10
43284.42194	2.3103E-4	10
43181.6219	2.3158E-4	10
43092.30372	2.3206E-4	10
43018.15366	2.3246E-4	10
42942.41422	2.3287E-4	10
42889.00326	2.3316E-4	10
42808.21918	2.336E-4	10
42731.39048	2.3402E-4	10
42665.75646	2.3438E-4	10
42576.74458	2.3487E-4	10
42493.51974	2.3533E-4	10
42412.41836	2.3578E-4	10
42324.4593	2.3627E-4	10
42240.43254	2.3674E-4	10
42137.19872	2.3732E-4	10
42073.37597	2.3768E-4	10
41997.39616	2.3811E-4	10
41905.8794	2.3863E-4	10
41823.50481	2.391E-4	10
41744.93843	2.3955E-4	10
41670.13918	2.3998E-4	10
41583.49967	2.4048E-4	10
41498.94178	2.4097E-4	10
41411.297	2.4148E-4	10
41334.27024	2.4193E-4	10
41267.74513	2.4232E-4	10
41203.13144	2.427E-4	10
41104.8997	2.4328E-4	10
41020.59234	2.4378E-4	10
40941.65814	2.4425E-4	10
40881.40305	2.4461E-4	10
40801.33828	2.4509E-4	10
40738.17574	2.4547E-4	10
40663.63045	2.4592E-4	10
40589.35747	2.4637E-4	10
40530.13416	2.4673E-4	10
40436.71654	2.473E-4	10
40355.1251	2.478E-4	10
40281.97382	2.4825E-4	10
40199.38897	2.4876E-4	10
40126.80069	2.4921E-4	10
40040.04004	2.4975E-4	10
40000	2.5E-4	10
39939.29228	2.5038E-4	10
39889.90387	2.5069E-4	10
39815.25721	2.5116E-4	10
39712.48163	2.5181E-4	10
39651.07058	2.522E-4	10
39603.9604	2.525E-4	10
39514.75876	2.5307E-4	10
39410.42012	2.5374E-4	10
39349.93901	2.5413E-4	10
39285.01277	2.5455E-4	10
39192.63178	2.5515E-4	10
39085.4016	2.5585E-4	10
38998.51806	2.5642E-4	10
38918.07745	2.5695E-4	10
38860.607	2.5733E-4	10
38762.69478	2.5798E-4	10
38674.24682	2.5857E-4	10
38598.11641	2.5908E-4	10
38537.13053	2.5949E-4	10
38470.41625	2.5994E-4	10
38420.1629	2.6028E-4	10
38359.73762	2.6069E-4	10
38296.56863	2.6112E-4	10
38223.37742	2.6162E-4	10
38160.65636	2.6205E-4	10
38105.39953	2.6243E-4	10
38038.72342	2.6289E-4	10
37920.44291	2.6371E-4	10
37844.38389	2.6424E-4	10
37791.46669	2.6461E-4	10
37730.15394	2.6504E-4	10
37650.60241	2.656E-4	10
37567.15128	2.6619E-4	10
37489.69033	2.6674E-4	10
37419.54797	2.6724E-4	10
37351.06264	2.6773E-4	10
37296.73281	2.6812E-4	10
37235.62705	2.6856E-4	10
37158.14506	2.6912E-4	10
37140.20427	2.6925E-4	10
37142.96327	2.6923E-4	10
37063.11849	2.6981E-4	10
36938.53428	2.7072E-4	10
36854.13135	2.7134E-4	10
36787.69819	2.7183E-4	10
36724.20125	2.723E-4	10
36650.17409	2.7285E-4	10
36561.73449	2.7351E-4	10
36488.36021	2.7406E-4	10
36412.6279	2.7463E-4	10
36314.77648	2.7537E-4	10
36254.21455	2.7583E-4	10
36200.40544	2.7624E-4	10
36129.77816	2.7678E-4	10
36052.92569	2.7737E-4	10
35989.34715	2.7786E-4	10
35913.09032	2.7845E-4	10
35856.43085	2.7889E-4	10
35776.89528	2.7951E-4	10
35711.73488	2.8002E-4	10
35631.56957	2.8065E-4	10
35561.87767	2.812E-4	10
35491.19818	2.8176E-4	10
35423.30854	2.823E-4	10
35358.17835	2.8282E-4	10
35304.50132	2.8325E-4	10
35231.11612	2.8384E-4	10
35177.8239	2.8427E-4	10
35108.66131	2.8483E-4	10
35056.96757	2.8525E-4	10
35016.45774	2.8558E-4	10
34989.50315	2.858E-4	10
34934.49782	2.8625E-4	10
34885.74917	2.8665E-4	10
34826.21718	2.8714E-4	10
34753.597	2.8774E-4	10
34688.49729	2.8828E-4	10
34606.866	2.8896E-4	10
34514.89318	2.8973E-4	10
34425.77802	2.9048E-4	10
34370.1667	2.9095E-4	10
34319.4454	2.9138E-4	10
34259.48131	2.9189E-4	10
34233.67909	2.9211E-4	10
34193.8793	2.9245E-4	10
34128.52804	2.9301E-4	10
34066.90741	2.9354E-4	10
33990.48267	2.942E-4	10
33930.51032	2.9472E-4	10
33854.69565	2.9538E-4	10
33798.62778	2.9587E-4	10
33730.22566	2.9647E-4	10
33684.77785	2.9687E-4	10
33621.35629	2.9743E-4	10
33558.17309	2.9799E-4	10
33496.3489	2.9854E-4	10
33426.92873	2.9916E-4	10
33354.45782	2.9981E-4	10
33271.22704	3.0056E-4	10
33223.69514	3.0099E-4	10
33163.09611	3.0154E-4	10
33123.55084	3.019E-4	10
33083.00526	3.0227E-4	10
33037.10066	3.0269E-4	10
32971.74322	3.0329E-4	10
32906.64385	3.0389E-4	10
32848.27382	3.0443E-4	10
32796.56292	3.0491E-4	10
32743.94237	3.054E-4	10
32696.83495	3.0584E-4	10
32627.49192	3.0649E-4	10
32598.77429	3.0676E-4	10
32558.4424	3.0714E-4	10
32503.41286	3.0766E-4	10
32441.20032	3.0825E-4	10
32370.84035	3.0892E-4	10
32287.22717	3.0972E-4	10
32231.03204	3.1026E-4	10
32176.06744	3.1079E-4	10
32113.03789	3.114E-4	10
32061.55819	3.119E-4	10
31997.95213	3.1252E-4	10
31937.65769	3.1311E-4	10
31891.82294	3.1356E-4	10
31830.91418	3.1416E-4	10
31749.05547	3.1497E-4	10
31681.66265	3.1564E-4	10
31621.55325	3.1624E-4	10
31551.71326	3.1694E-4	10
31501.02378	3.1745E-4	10
31441.59723	3.1805E-4	10
31388.30472	3.1859E-4	10
31356.80913	3.1891E-4	10
31315.56697	3.1933E-4	10
31269.54346	3.198E-4	10
31207.09025	3.2044E-4	10
31152.64798	3.21E-4	10
31092.59374	3.2162E-4	10
31049.15081	3.2207E-4	10
30991.41538	3.2267E-4	10
30934.8512	3.2326E-4	10
30884.21508	3.2379E-4	10
30828.99158	3.2437E-4	10
30779.6485	3.2489E-4	10
30717.24774	3.2555E-4	10
30644.76587	3.2632E-4	10
30576.36447	3.2705E-4	10
30502.68424	3.2784E-4	10
30454.37934	3.2836E-4	10
30397.90862	3.2897E-4	10
30350.85589	3.2948E-4	10
30305.78537	3.2997E-4	10
30249.86388	3.3058E-4	10
30185.94542	3.3128E-4	10
30128.64933	3.3191E-4	10
30058.91547	3.3268E-4	10
30010.20347	3.3322E-4	10
29954.46921	3.3384E-4	10
29916.83121	3.3426E-4	10
29878.39493	3.3469E-4	10
29836.496	3.3516E-4	10
29786.72703	3.3572E-4	10
29734.47117	3.3631E-4	10
29670.06883	3.3704E-4	10
29613.83558	3.3768E-4	10
29563.058	3.3826E-4	10
29510.71239	3.3886E-4	10
29449.00904	3.3957E-4	10
29400.52333	3.4013E-4	10
29347.88989	3.4074E-4	10
29302.31195	3.4127E-4	10
29259.44349	3.4177E-4	10
29195.37545	3.4252E-4	10
29159.61976	3.4294E-4	10
29124.79977	3.4335E-4	10
29099.37436	3.4365E-4	10
29054.56447	3.4418E-4	10
29016.62653	3.4463E-4	10
28972.91033	3.4515E-4	10
28922.63196	3.4575E-4	10
28872.52779	3.4635E-4	10
28815.95251	3.4703E-4	10
28756.29044	3.4775E-4	10
28703.46451	3.4839E-4	10
28667.25912	3.4883E-4	10
28634.42431	3.4923E-4	10
28568.16364	3.5004E-4	10
28507.89669	3.5078E-4	10
28447.88348	3.5152E-4	10
28420.39448	3.5186E-4	10
28384.89923	3.523E-4	10
28370.404	3.5248E-4	10
28357.53176	3.5264E-4	10
28293.34541	3.5344E-4	10
28211.13211	3.5447E-4	10
28141.26917	3.5535E-4	10
28114.36925	3.5569E-4	10
28066.23632	3.563E-4	10
28009.63532	3.5702E-4	10
27960.29638	3.5765E-4	10
27905.67881	3.5835E-4	10
27844.2947	3.5914E-4	10
27794.76347	3.5978E-4	10
27735.40424	3.6055E-4	10
27682.4272	3.6124E-4	10
27636.52443	3.6184E-4	10
27606.76918	3.6223E-4	10
27575.55703	3.6264E-4	10
27520.9159	3.6336E-4	10
27465.73649	3.6409E-4	10
27428.06989	3.6459E-4	10
27386.75577	3.6514E-4	10
27350.80138	3.6562E-4	10
27315.6874	3.6609E-4	10
27290.34195	3.6643E-4	10
27249.44139	3.6698E-4	10
27196.82341	3.6769E-4	10
27139.2515	3.6847E-4	10
27083.38976	3.6923E-4	10
27027.75751	3.6999E-4	10
26968.71629	3.708E-4	10
26917.17585	3.7151E-4	10
26881.72043	3.72E-4	10
26831.23155	3.727E-4	10
26792.41239	3.7324E-4	10
26748.696	3.7385E-4	10
26705.12204	3.7446E-4	10
26653.1624	3.7519E-4	10
26587.25939	3.7612E-4	10
26531.53273	3.7691E-4	10
26487.96122	3.7753E-4	10
26447.33014	3.7811E-4	10
26415.19402	3.7857E-4	10
26343.51949	3.796E-4	10
26292.95612	3.8033E-4	10
26250.85315	3.8094E-4	10
26224.69317	3.8132E-4	10
26195.1539	3.8175E-4	10
26141.74052	3.8253E-4	10
26089.22515	3.833E-4	10
26034.88675	3.841E-4	10
26003.06836	3.8457E-4	10
25967.95554	3.8509E-4	10
25928.90295	3.8567E-4	10
25879.91718	3.864E-4	10
25832.45072	3.8711E-4	10
25797.13136	3.8764E-4	10
25756.60013	3.8825E-4	10
25722.14934	3.8877E-4	10
25680.53416	3.894E-4	10
25641.68312	3.8999E-4	10
25591.81062	3.9075E-4	10
25545.39417	3.9146E-4	10
25508.90261	3.9202E-4	10
25467.97402	3.9265E-4	10
25419.42044	3.934E-4	10
25372.98285	3.9412E-4	10
25312.61074	3.9506E-4	10
25262.73242	3.9584E-4	10
25217.50095	3.9655E-4	10
25172.43115	3.9726E-4	10
25118.05486	3.9812E-4	10
25070.19655	3.9888E-4	10
25020.64203	3.9967E-4	10
24969.41247	4.0049E-4	10
24920.87622	4.0127E-4	10
24879.95422	4.0193E-4	10
24849.04207	4.0243E-4	10
24812.04873	4.0303E-4	10
24765.96166	4.0378E-4	10
24729.2151	4.0438E-4	10
24694.40672	4.0495E-4	10
24659.08811	4.0553E-4	10
24619.62677	4.0618E-4	10
24567.61006	4.0704E-4	10
24527.2375	4.0771E-4	10
24491.19541	4.0831E-4	10
24452.8671	4.0895E-4	10
24415.25465	4.0958E-4	10
24360.53593	4.105E-4	10
24318.47475	4.1121E-4	10
24287.17152	4.1174E-4	10
24263.59975	4.1214E-4	10
24225.39306	4.1279E-4	10
24193.15818	4.1334E-4	10
24167.43197	4.1378E-4	10
24127.19859	4.1447E-4	10
24075.50077	4.1536E-4	10
24017.10018	4.1637E-4	10
23976.21559	4.1708E-4	10
23929.16966	4.179E-4	10
23889.72503	4.1859E-4	10
23846.429	4.1935E-4	10
23802.15648	4.2013E-4	10
23761.43519	4.2085E-4	10
23734.92832	4.2132E-4	10
23710.16692	4.2176E-4	10
23665.83836	4.2255E-4	10
23632.2817	4.2315E-4	10
23588.24362	4.2394E-4	10
23553.79687	4.2456E-4	10
23523.87674	4.251E-4	10
23488.51412	4.2574E-4	10
23449.95779	4.2644E-4	10
23414.8169	4.2708E-4	10
23380.32779	4.2771E-4	10
23346.48519	4.2833E-4	10
23311.6535	4.2897E-4	10
23275.842	4.2963E-4	10
23231.50192	4.3045E-4	10
23198.08848	4.3107E-4	10
23159.94256	4.3178E-4	10
23114.43959	4.3263E-4	10
23079.231	4.3329E-4	10
23043.06749	4.3397E-4	10
23012.31159	4.3455E-4	10
22974.7737	4.3526E-4	10
22936.30588	4.3599E-4	10
22904.26019	4.366E-4	10
22863.41397	4.3738E-4	10
22831.05023	4.38E-4	10
22784.75244	4.3889E-4	10
22715.91477	4.4022E-4	10
22692.71791	4.4067E-4	10
22661.86235	4.4127E-4	10
22624.94627	4.4199E-4	10
22596.3168	4.4255E-4	10
22569.28771	4.4308E-4	10
22522.52252	4.44E-4	10
22476.96111	4.449E-4	10
22444.67388	4.4554E-4	10
22415.49359	4.4612E-4	10
22387.89263	4.4667E-4	10
22344.87074	4.4753E-4	10
22298.53276	4.4846E-4	10
22254.86269	4.4934E-4	10
22213.83033	4.5017E-4	10
22188.69264	4.5068E-4	10
22166.55953	4.5113E-4	10
22138.58756	4.517E-4	10
22130.74846	4.5186E-4	10
22127.3206	4.5193E-4	10
22115.08691	4.5218E-4	10
22100.91277	4.5247E-4	10
22092.12416	4.5265E-4	10
22073.59336	4.5303E-4	10
22054.12081	4.5343E-4	10
22039.53893	4.5373E-4	10
22013.34008	4.5427E-4	10
22000.264	4.5454E-4	10
21993.48993	4.5468E-4	10
21983.33663	4.5489E-4	10
21959.19981	4.5539E-4	10
21942.33554	4.5574E-4	10
21920.69094	4.5619E-4	10
21904.84535	4.5652E-4	10
21877.52959	4.5709E-4	10
21860.3126	4.5745E-4	10
21849.80444	4.5767E-4	10
21842.64558	4.5782E-4	10
21834.53787	4.5799E-4	10
21809.77514	4.5851E-4	10
21802.16714	4.5867E-4	10
21795.03945	4.5882E-4	10
21775.58086	4.5923E-4	10
21750.9516	4.5975E-4	10
21737.71276	4.6003E-4	10
21727.79419	4.6024E-4	10
21703.27285	4.6076E-4	10
21685.38838	4.6114E-4	10
21672.6989	4.6141E-4	10
21645.02165	4.62E-4	10
21629.10412	4.6234E-4	10
21607.139	4.6281E-4	10
21592.67576	4.6312E-4	10
21574.04211	4.6352E-4	10
21553.11766	4.6397E-4	10
21533.62476	4.6439E-4	10
21512.77859	4.6484E-4	10
21494.74454	4.6523E-4	10
21490.12529	4.6533E-4	10
21497.51704	4.6517E-4	10
21488.7399	4.6536E-4	10
21474.43469	4.6567E-4	10
21453.70291	4.6612E-4	10
21439.90395	4.6642E-4	10
21434.38933	4.6654E-4	10
21423.36861	4.6678E-4	10
21410.98383	4.6705E-4	10
21399.98716	4.6729E-4	10
21385.34249	4.6761E-4	10
21367.97795	4.6799E-4	10
21361.13129	4.6814E-4	10
21350.64159	4.6837E-4	10
21357.93768	4.6821E-4	10
21357.93768	4.6821E-4	10
21340.16219	4.686E-4	10
21339.70679	4.6861E-4	10
21352.00922	4.6834E-4	10
21366.15174	4.6803E-4	10
21358.85004	4.6819E-4	10
21341.07303	4.6858E-4	10
21321.05241	4.6902E-4	10
21306.51553	4.6934E-4	10
21290.63851	4.6969E-4	10
21281.57654	4.6989E-4	10
21265.73665	4.7024E-4	10
21257.59959	4.7042E-4	10
21255.3404	4.7047E-4	10
21257.59959	4.7042E-4	10
21250.82347	4.7057E-4	10
21250.82347	4.7057E-4	10
21250.37188	4.7058E-4	10
21222.86127	4.7119E-4	10
21204.86015	4.7159E-4	10
21185.99182	4.7201E-4	10
21162.22965	4.7254E-4	10
21151.48695	4.7278E-4	10
21145.67254	4.7291E-4	10
21132.71344	4.732E-4	10
21122.89299	4.7342E-4	10
21114.86487	4.736E-4	10
21108.62498	4.7374E-4	10
21099.71726	4.7394E-4	10
21093.48633	4.7408E-4	10
21081.47992	4.7435E-4	10
21068.59936	4.7464E-4	10
21064.60514	4.7473E-4	10
21068.15548	4.7465E-4	10
21070.37505	4.746E-4	10
21077.48082	4.7444E-4	10
21074.8156	4.745E-4	10
21060.1689	4.7483E-4	10
21039.78624	4.7529E-4	10
21038.01569	4.7533E-4	10
21035.36044	4.7539E-4	10
21025.63024	4.7561E-4	10
21010.16892	4.7596E-4	10
20994.73032	4.7631E-4	10
20993.40807	4.7634E-4	10
20988.12072	4.7646E-4	10
20964.8001	4.7699E-4	10
20948.11153	4.7737E-4	10
20936.26999	4.7764E-4	10
20934.9551	4.7767E-4	10
20922.69066	4.7795E-4	10
20912.18972	4.7819E-4	10
20905.63198	4.7834E-4	10
20896.0214	4.7856E-4	10
20899.51513	4.7848E-4	10
20905.63198	4.7834E-4	10
20904.75792	4.7836E-4	10
20903.01003	4.784E-4	10
20900.82558	4.7845E-4	10
20894.27497	4.786E-4	10
20891.65587	4.7866E-4	10
20894.27497	4.786E-4	10
20889.03743	4.7872E-4	10
20862.88909	4.7932E-4	10
20862.01861	4.7934E-4	10
20862.01861	4.7934E-4	10
20856.36223	4.7947E-4	10
20847.6661	4.7967E-4	10
20831.16342	4.8005E-4	10
20819.88716	4.8031E-4	10
20812.52081	4.8048E-4	10
20807.32418	4.806E-4	10
20811.65453	4.805E-4	10
20806.89124	4.8061E-4	10
20796.93869	4.8084E-4	10
20792.18214	4.8095E-4	10
20787.85989	4.8105E-4	10
20778.35726	4.8127E-4	10
20757.65439	4.8175E-4	10
20749.04036	4.8195E-4	10
20744.73602	4.8205E-4	10
20744.73602	4.8205E-4	10
20747.74887	4.8198E-4	10
20740.00332	4.8216E-4	10
20727.53653	4.8245E-4	10
20727.96617	4.8244E-4	10
20713.36841	4.8278E-4	10
20700.07659	4.8309E-4	10
20688.94176	4.8335E-4	10
20686.37389	4.8341E-4	10
20682.95104	4.8349E-4	10
20677.8189	4.8361E-4	10
20665.42674	4.839E-4	10
20663.71864	4.8394E-4	10
20659.44963	4.8404E-4	10
20651.76986	4.8422E-4	10
20651.76986	4.8422E-4	10
20647.50578	4.8432E-4	10
20638.13101	4.8454E-4	10
20630.8927	4.8471E-4	10
20620.68255	4.8495E-4	10
20607.93406	4.8525E-4	10
20607.08472	4.8527E-4	10
20606.66007	4.8528E-4	10
20599.86816	4.8544E-4	10
20591.80858	4.8563E-4	10
20591.38457	4.8564E-4	10
20592.65666	4.8561E-4	10
20593.08073	4.856E-4	10
20588.41696	4.8571E-4	10
20579.09575	4.8593E-4	10
20578.67226	4.8594E-4	10
20579.09575	4.8593E-4	10
20575.28497	4.8602E-4	10
20567.24461	4.8621E-4	10
20552.02746	4.8657E-4	10
20541.8952	4.8681E-4	10
20545.27151	4.8673E-4	10
20532.19448	4.8704E-4	10
20534.72422	4.8698E-4	10
20535.5676	4.8696E-4	10
